FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,W/L
44,104,42.3,15,44,34.1,14,17,82.4,16,45,61,31,10,9,10,7,28,115.8,88.1,27.7,70.5,3.1,35.5,76.2,56,9.9,49.5,52.5,101,64.2,1
41,85,48.2,18,43,41.9,23,35,65.7,8,44,52,26,9,14,19,16,21,115,94.4,20.5,63.4,1.37,25.5,74.2,52.2,17.8,58.8,61.3,107.5,62.1,1
36,77,46.8,16,39,41,23,32,71.9,8,32,40,22,14,7,14,25,7,113.3,107.2,6,61.1,1.57,24.4,77.1,51.6,14.3,57.1,60.9,97.5,55.4,1
44,105,41.9,11,41,26.8,17,24,70.8,15,37,52,29,8,4,9,23,-4,111.5,115.4,-3.8,65.9,3.22,30.3,77.6,50.4,8.7,47.1,50.2,104,46.6,0
46,85,54.1,14,37,37.8,19,26,73.1,8,33,41,26,12,6,12,17,17,123.8,105.9,17.9,56.5,2.17,19.5,68,46.2,11.9,62.4,64.8,101.5,57.3,1
44,87,50.6,11,30,36.7,28,33,84.8,9,46,55,22,4,3,17,21,13,118.7,106.5,12.1,50,1.29,27.7,77.8,56.4,15.9,56.9,62.5,107,57.5,1
50,93,53.8,19,39,48.7,8,9,88.9,5,38,43,27,13,2,15,17,15,121,104.7,16.3,54,1.8,15.9,76.5,48.4,14.3,64,65.5,106,57.2,1
43,92,46.7,16,41,39,8,15,53.3,10,44,54,30,7,4,15,19,9,105.8,98.1,7.7,69.8,2,26,77.6,53.7,14.4,55.4,55.8,103.5,55.8,1
44,94,46.8,14,36,38.9,17,21,81,13,40,53,29,11,6,16,23,28,113.3,85.8,27.5,65.9,1.81,28.8,67.7,50,15.2,54.3,57.6,105.5,66.2,1
44,90,48.9,14,35,40,25,27,92.6,10,45,55,25,7,8,16,18,24,121,99,21.9,56.8,1.56,31.9,81,59,15.2,56.7,62.3,104.5,63,1
48,86,55.8,16,35,45.7,20,32,62.5,10,47,57,30,7,4,14,23,44,130.7,86.3,44.4,62.5,2.14,31.8,76.1,58.6,13.9,65.1,65.9,101.5,77.9,1
54,96,56.3,20,44,45.5,9,15,60,7,46,53,41,7,3,7,13,41,135.6,95,40.6,75.9,5.86,17,73.4,49.5,6.9,66.7,66.8,101,70,1
45,88,51.1,12,34,35.3,17,23,73.9,11,36,47,28,7,4,13,15,9,119,110,9,62.2,2.15,22.9,80.4,51.1,13,58,60.6,100,54.5,1
42,88,47.7,10,34,29.4,17,27,63,10,37,47,25,6,11,14,23,9,111,101,10,59.5,1.79,25,63.3,45.5,14,53.4,55.6,100.5,59.6,1
43,97,44.3,13,41,31.7,23,29,79.3,15,34,49,21,6,6,9,15,4,120.8,115.7,5.1,48.8,2.33,32.1,85.7,55.1,8.9,51,55.6,101.5,50.1,1
41,84,48.8,13,37,35.1,9,18,50,9,40,49,25,10,8,21,14,14,102,89.1,12.9,61,1.19,26,80.4,54.7,20.6,56.5,56.6,101.5,60.5,1
50,106,47.2,16,43,37.2,21,26,80.8,18,40,58,32,7,3,12,20,8,126.9,121.7,5.2,64,2.67,42.4,75.9,58.4,11.1,54.7,58.3,107,52.9,1
46,87,52.9,17,43,39.5,26,34,76.5,8,38,46,25,6,8,19,25,8,120.5,112.4,8.1,54.3,1.32,21.3,77.8,51.5,17,62.6,66.2,112.5,53.2,1
38,82,46.3,15,41,36.6,24,35,68.6,8,40,48,24,12,9,15,16,14,110.6,97.1,13.5,63.2,1.6,20.8,74.1,50,14.4,55.5,59,104,59.4,1
43,96,44.8,11,39,28.2,5,7,71.4,8,47,55,23,6,8,15,13,19,101,80.6,20.4,53.5,1.53,24.1,72.9,51.6,14.9,50.5,51.5,102,61.1,1
42,88,47.7,6,33,18.2,34,47,72.3,17,41,58,24,9,4,22,22,9,109.7,101.8,8,57.1,1.09,32.7,76.4,54.5,19.5,51.1,57,113,54.9,1
47,83,56.6,11,28,39.3,16,18,88.9,5,43,48,27,9,4,22,21,2,112,109.2,2.9,57.4,1.23,16.2,87.8,57,20.4,63.3,66.5,108.5,53,1
34,95,35.8,10,36,27.8,22,30,73.3,16,38,54,14,8,4,13,26,-3,94.3,97.2,-2.8,41.2,1.08,26.2,77.4,49.2,12.3,41.1,46.2,106,48.4,0
42,98,42.9,18,49,36.7,27,34,79.4,14,40,54,18,7,11,15,28,5,110.3,106,4.3,42.9,1.2,26.3,70,48.7,12.8,52,57.1,117,53.7,1
50,93,53.8,14,39,35.9,20,30,66.7,11,46,57,24,8,6,17,20,28,119.6,95.5,24.1,48,1.41,27.1,73.1,53.9,15.2,61.3,63.1,111.5,64.3,1
41,89,46.1,13,38,34.2,20,25,80,10,41,51,30,4,7,12,22,10,116.2,104,12.2,73.2,2.5,25.5,80.8,53.4,12.1,53.4,57.5,100,56.3,1
47,93,50.5,17,47,36.2,12,18,66.7,11,47,58,24,11,4,14,19,32,119.4,88.3,31.1,51.1,1.71,25,78.7,55,13.6,59.7,60.9,103,67.5,1
38,82,46.3,14,45,31.1,15,24,62.5,5,40,45,21,3,4,15,21,-11,102.9,114.9,-11.9,55.3,1.4,14.3,79.6,48.5,14.7,54.9,56.7,101.5,44.7,0
48,92,52.2,17,38,44.7,16,24,66.7,8,42,50,29,9,7,12,15,17,122.9,105.7,17.2,60.4,2.42,20.8,78.6,51.9,11.4,61.4,62.9,105.5,61.4,1
41,94,43.6,17,54,31.5,27,35,77.1,5,42,47,22,8,4,18,32,-5,102.4,107.4,-4.9,53.7,1.22,10.5,75.8,44.5,14.6,52.7,57.6,110.94,46.2,0
46,99,46.5,16,46,34.8,9,18,50,6,47,53,31,7,10,11,27,6,107.3,101.8,5.5,67.4,2.82,15.5,78.1,48.4,10.1,54.5,54.7,109,54.7,1
40,83,48.2,14,35,40,17,23,73.9,8,33,41,21,9,0,19,20,-6,108.8,113.6,-4.8,52.5,1.11,23.9,79.5,51.1,18.6,56.6,59.6,102.5,47.4,0
37,94,39.4,8,33,24.2,25,31,80.6,9,33,42,20,15,3,17,23,-13,93,104.3,-11.3,54.1,1.18,20.3,72.5,44.5,14.8,43.6,49.7,115,43.2,0
46,98,46.9,10,37,27,16,20,80,10,26,36,30,6,3,8,21,-14,114.6,129.4,-14.8,65.2,3.75,27.3,77.8,47.3,7.8,52,55.2,102.5,41.6,0
40,81,49.4,19,43,44.2,16,25,64,10,33,43,27,5,4,18,15,7,116.2,108,8.2,67.5,1.5,28.9,76.5,54.2,18.2,61.1,62.5,99.5,51.5,1
54,97,55.7,14,34,41.2,17,20,85,10,32,42,31,11,2,16,22,5,125.2,121.8,3.4,57.4,1.94,30.4,67.9,50.5,14.4,62.9,65.7,110.5,50.8,1
36,99,36.4,13,42,31,6,15,40,14,43,57,19,9,3,14,17,-20,85.8,105.7,-19.9,52.8,1.36,23.2,79.6,48,13.2,42.9,43.1,105.5,36.3,0
46,95,48.4,17,44,38.6,16,24,66.7,6,27,33,27,10,6,15,20,-11,112.6,122.5,-9.9,58.7,1.8,16.1,66.7,38.6,13.5,57.4,59.2,111,41.4,0
47,91,51.6,17,46,37,18,25,72,5,28,33,28,16,8,16,35,3,119.4,117.8,1.7,59.6,1.75,24.5,70.7,45.6,14.8,61,63.2,107.5,47.2,1
42,95,44.2,15,42,35.7,24,34,70.6,7,35,42,16,4,6,12,22,-16,110.8,124.1,-13.3,38.1,1.33,19.3,69.1,43.8,10.8,52.1,55.9,111.5,41.3,0
40,90,44.4,14,40,35,22,29,75.9,9,29,38,26,7,2,15,16,-12,112.6,123.1,-10.5,65,1.73,28.8,78.4,49.4,14.6,52.2,56.4,103.5,43.5,0
36,89,40.4,15,42,35.7,30,35,85.7,8,35,43,23,8,10,10,27,-10,111.4,119.8,-8.4,63.9,2.3,21.8,64.3,43.2,9.5,48.9,56,105.5,46.9,0
39,101,38.6,14,49,28.6,16,20,80,14,34,48,25,10,7,11,19,-7,106.9,112.7,-5.8,64.1,2.27,31.3,69.2,48.3,10.9,45.5,49.2,101.5,46.6,0
39,86,45.3,18,40,45,30,35,85.7,10,28,38,24,6,4,23,19,-11,114.5,123.4,-8.9,61.5,1.04,31.3,70.7,49.4,20.9,55.8,62.1,110.5,42.6,0
52,95,54.7,26,44,59.1,12,18,66.7,9,37,46,39,8,3,13,21,27,134,107.5,26.5,75,3,23.9,83,53.8,12.3,68.4,69,106.5,58.3,1
45,91,49.5,9,35,25.7,21,28,75,6,27,33,18,13,7,17,21,-7,109.1,116.5,-7.4,40,1.06,21.6,77.5,46.2,15.5,54.4,58.1,109.5,44.7,0
37,85,43.5,13,38,34.2,22,28,78.6,14,31,45,25,12,6,16,25,-4,112.4,117.7,-5.3,67.6,1.56,36,74.4,53.8,16.5,51.2,56,96.5,48.4,0
34,84,40.5,7,39,17.9,31,37,83.8,6,38,44,24,9,4,17,20,-12,99.1,110.3,-11.2,70.6,1.41,21.2,75.5,48.6,15.9,44.6,52.9,107,48.2,0
43,89,48.3,23,46,50,20,33,60.6,10,35,45,29,7,8,22,27,-4,116.2,122,-5.8,67.4,1.32,33.3,79.2,54.9,19.8,61.2,62.3,99.62,46.7,0
40,90,44.4,12,43,27.9,12,18,66.7,7,34,41,33,9,4,13,21,-9,103,111.9,-8.9,82.5,2.54,20.8,85.7,49.5,12.9,51.1,53.1,101,44.9,0
48,98,49,11,32,34.4,17,20,85,13,38,51,28,8,8,17,26,-7,114.8,119.1,-4.3,58.3,1.65,28.8,80.9,53.5,15.7,54.6,58.1,109,47.4,0
41,86,47.7,15,44,34.1,13,24,54.2,10,33,43,27,7,3,18,25,-7,108.9,115.8,-6.9,65.9,1.5,23.5,68.8,45.5,17.8,56.4,57,101,44.6,0
38,91,41.8,13,42,31,11,14,78.6,11,31,42,26,7,5,9,11,-7,106.4,111.5,-5.1,68.4,2.89,22.2,65.3,42.7,9.6,48.9,51.5,95,46.8,0
38,94,40.4,14,50,28,22,27,81.5,12,37,49,34,8,5,17,18,-10,104.7,115.1,-10.4,89.5,2,32.8,84.4,55.3,15.9,47.9,52.9,106.5,46.3,0
40,88,45.5,17,39,43.6,17,21,81,7,29,36,22,4,1,13,19,-2,115.2,114.9,0.3,55,1.69,19.6,83.8,46.6,13.1,55.1,58.6,100,43.8,0
38,88,43.2,11,28,39.3,12,16,75,10,35,45,26,6,7,15,14,-5,100,105.1,-5.1,68.4,1.73,24.5,81.4,50,15.2,49.4,52.1,99,46.1,0
38,91,41.8,12,35,34.3,16,21,76.2,9,28,37,23,10,6,10,21,-13,104,115.8,-11.8,60.5,2.3,20,71.4,42.3,10,48.4,51.9,100.5,40.7,0
36,95,37.9,13,48,27.1,24,36,66.7,13,31,44,28,12,4,18,18,-30,95.6,121.9,-26.3,77.8,1.56,27.7,69.4,45.6,15.8,44.7,49.2,114,37.8,0
44,89,49.4,13,32,40.6,15,21,71.4,15,41,56,25,7,9,15,28,14,117.2,103,14.1,56.8,1.67,36.2,64.2,52.6,15.2,56.7,59,99,64.8,1
40,90,44.4,15,47,31.9,17,21,81,10,30,40,23,10,1,20,23,-7,107.7,112.3,-4.6,57.5,1.15,27.5,75.6,50,19.2,52.8,56.4,105,41.5,0
47,95,49.5,14,38,36.8,10,13,76.9,14,29,43,32,16,8,17,19,15,116.8,103,13.8,68.1,1.88,35.3,69.6,51.5,16.8,56.8,58.6,100.5,59.2,1
38,95,40,13,43,30.2,10,17,58.8,17,35,52,22,7,7,15,20,15,102.1,86.6,15.5,57.9,1.47,36.1,80.4,55.1,15.5,46.8,48.3,97,53.5,1
34,91,37.4,15,46,32.6,21,28,75,6,42,48,18,7,8,12,25,-2,99,102.9,-3.9,52.9,1.5,22.6,72.1,47.2,11.4,45.6,50.3,104,45.6,0
42,104,40.4,17,44,38.6,21,29,72.4,11,49,60,20,12,8,14,22,7,102.5,97.5,5.1,47.6,1.43,22.4,83.9,51.9,11.8,48.6,52.2,107.32,54.1,1
33,93,35.5,8,37,21.6,14,19,73.7,14,26,40,17,17,8,18,29,-6,84.6,90.4,-5.8,51.5,0.94,26.6,56,39.5,17.3,39.8,43.4,104,41.6,0
36,104,34.6,10,46,21.7,23,29,79.3,14,51,65,23,7,5,15,20,1,90.5,90.4,0.1,63.9,1.53,25,73.6,49.3,12.9,39.4,45,95.59,50.1,1
35,87,40.2,11,34,32.4,23,29,79.3,9,31,40,16,10,7,16,18,-9,98.1,107.6,-9.5,45.7,1,21.8,68.6,44.3,15.1,46.6,52.1,105.5,43.1,0
38,87,43.7,15,37,40.5,15,16,93.8,7,32,39,16,8,8,17,18,-7,101,108.7,-7.7,42.1,0.94,16.3,69.6,44.8,16.2,52.3,56.4,104.5,48,0
36,87,41.4,10,42,23.8,18,27,66.7,16,30,46,20,8,8,14,15,-9,103.1,111.2,-8.1,55.6,1.43,32.7,67.4,48.5,14.4,47.1,50.6,97.5,44.1,0
36,95,37.9,10,39,25.6,17,27,63,12,31,43,20,9,3,11,18,-8,98,104.9,-6.9,55.6,1.82,25.4,72,46,10.9,43.2,46.3,101.5,41.3,0
38,85,44.7,10,41,24.4,31,37,83.8,7,32,39,17,9,3,18,26,-7,108.3,113.8,-5.4,44.7,0.94,22,76.2,46.7,16.7,50.6,57.8,108.5,46.9,0
40,91,44,15,41,36.6,21,26,80.8,15,27,42,18,9,3,12,19,-11,116,128.3,-12.3,45,1.5,32.1,71.8,48.9,12,52.2,56.6,99.5,43.8,0
40,85,47.1,6,22,27.3,23,29,79.3,11,34,45,14,6,7,17,23,-16,109,125,-16,35,0.82,34.7,70,52.5,17,50.6,55.7,100,41.2,0
44,84,52.4,15,37,40.5,22,26,84.6,6,25,31,27,5,6,16,18,-17,120.2,137.9,-17.7,61.4,1.69,22,69.2,45,15.4,61.3,65.5,103.5,42.6,0
50,96,52.1,13,38,34.2,14,20,70,10,26,36,25,8,2,13,29,-12,121,128.7,-7.8,50,1.92,27.1,68.3,46.1,12.4,58.9,60.6,96.45,42.6,0
37,89,41.6,17,38,44.7,23,26,88.5,15,29,44,23,5,7,13,21,-7,118.8,124.7,-6,62.2,1.77,35.2,65.3,49.5,13.5,51.1,56.8,96.5,44.7,0
33,85,38.8,11,36,30.6,30,35,85.7,10,43,53,22,7,6,16,21,-8,100.9,108.5,-7.5,66.7,1.38,22.2,74.6,49.6,15.1,45.3,53.3,106,49.3,0
37,85,43.5,18,40,45,21,27,77.8,7,46,53,28,4,6,11,19,12,110.8,101,9.8,75.7,2.55,20,84.5,54.6,10.8,54.1,58.3,101,55,1
41,90,45.6,15,35,42.9,28,36,77.8,14,33,47,27,10,6,14,25,12,119,107.6,11.4,65.9,1.93,32.1,64.3,48.6,13.3,53.9,59.1,105,56.6,1
38,91,41.8,12,42,28.6,10,17,58.8,9,48,57,26,2,10,14,23,-2,96.1,99,-2.9,68.4,1.86,22.8,77.8,51.7,13.7,48.4,49.8,101.5,48.1,0
35,89,39.3,14,45,31.1,11,21,52.4,12,39,51,13,5,9,14,20,-8,97.9,107.3,-9.4,37.1,0.93,29.8,74.5,51.8,14.4,47.2,48.4,96.5,42.2,0
41,89,46.1,14,38,36.8,16,19,84.2,5,46,51,22,6,10,15,25,10,104.7,96.2,8.4,53.7,1.47,12.2,76.9,49.1,14,53.9,57.5,106.5,58.6,1
38,84,45.2,12,38,31.6,17,23,73.9,13,33,46,23,7,5,19,20,-20,105,125,-20,60.5,1.21,33.3,67.3,51,19,52.4,55.8,100,46.1,0
42,89,47.2,11,37,29.7,21,29,72.4,9,34,43,26,6,5,20,20,-21,104.5,123.4,-18.9,61.9,1.3,23.5,70,46.5,18,53.4,57,111,39.5,0
45,91,49.5,11,34,32.4,28,34,82.4,13,37,50,25,11,4,10,25,15,126.5,110.7,15.8,55.6,2.5,30,78,54,9.8,55.5,60.9,102.5,56.3,1
45,89,50.6,15,34,44.1,15,19,78.9,11,34,45,25,7,6,17,23,6,120,112.9,7.1,55.6,1.47,29.8,69.4,50,17,59,61.6,100.5,53.8,1
34,97,35.1,6,45,13.3,24,33,72.7,15,38,53,22,9,10,13,23,-2,90.7,92.6,-1.9,64.7,1.69,30.8,64.6,47.7,12,38.1,43.9,97.81,52,0
48,111,43.2,9,36,25,20,29,69,20,39,59,20,10,10,19,23,6,105,98.3,6.7,41.7,1.05,36.4,71.7,53.2,16,47.3,50.5,108.68,51.6,1
43,96,44.8,16,45,35.6,19,26,73.1,10,26,36,29,9,7,11,22,-16,113.1,128,-15,67.4,2.64,26.3,68.3,43.9,10.3,53.1,56.3,107,41.9,0
37,103,35.9,13,43,30.2,19,22,86.4,13,34,47,20,12,4,16,23,-28,95.5,119.6,-24.1,54.1,1.25,26.9,72.9,46.1,14.4,42.2,47,111.5,35.7,0
51,94,54.3,17,39,43.6,12,17,70.6,3,44,47,33,9,10,22,23,22,113.9,94,19.9,64.7,1.5,20.5,80.3,55.2,19.1,63.3,64.5,115.5,61.7,1
32,81,39.5,10,35,28.6,21,28,75,6,28,34,12,13,6,22,21,-22,86.4,106.4,-20,37.5,0.55,15.7,62.7,39.2,20,45.7,50.9,110,35,0
39,91,42.9,13,45,28.9,25,33,75.8,14,32,46,24,12,1,16,17,7,112.6,104.8,7.8,61.5,1.5,32.7,71.1,50,15.5,50,55,103.5,52.5,1
43,91,47.3,12,38,31.6,23,31,74.2,13,39,52,30,11,6,17,21,22,114.2,93.4,20.8,69.8,1.76,32.7,78.2,56.1,16,53.8,57.8,106,65.3,1
46,108,42.6,13,43,30.2,22,28,78.6,12,40,52,23,9,4,13,22,1,106.7,107.7,-1,50,1.77,27.4,78,52.1,10.9,48.6,52.8,106.87,53.5,1
48,87,55.2,10,34,29.4,21,27,77.8,9,31,40,22,6,4,13,22,-6,125.7,130.4,-4.6,45.8,1.69,30,75.6,53.1,12.9,60.9,64.2,101.5,49,0
42,82,51.2,7,24,29.2,15,19,78.9,5,29,34,25,8,6,19,18,-6,103.9,109.8,-5.9,59.5,1.32,21.4,65.2,44.3,18.6,55.5,58.7,102,49.3,0
42,96,43.8,12,30,40,17,22,77.3,16,32,48,30,5,5,20,26,-9,105.6,111.9,-6.3,71.4,1.5,33.9,65.3,48.6,18.7,50,53.5,108,44.1,0
42,88,47.7,12,35,34.3,22,26,84.6,11,34,45,25,7,8,20,19,11,114.6,103.9,10.7,59.5,1.25,34,73.1,53.9,19.4,54.5,59.3,103,57.3,1
47,82,57.3,14,34,41.2,17,23,73.9,5,25,30,31,4,3,17,26,-15,123.8,137.3,-13.5,66,1.82,21.6,63,44.6,16.8,65.9,67.8,101.5,44.5,0
37,82,45.1,11,29,37.9,24,39,61.5,8,41,49,25,7,1,15,20,10,104.8,94.3,10.5,67.6,1.67,21.2,80.7,52.3,14.4,51.8,55,104.5,57.7,1
38,85,44.7,9,30,30,18,28,64.3,9,39,48,24,4,1,18,23,-23,99,120,-21,63.2,1.33,23.1,79.2,51.4,17.3,50,52.9,104.5,41.6,0
40,94,42.6,11,31,35.5,13,18,72.2,15,30,45,22,12,2,21,25,-2,103,103.9,-1,55,1.05,36.8,66,50.5,20.8,48.4,51,101.5,47.2,0
44,90,48.9,11,35,31.4,21,31,67.7,10,44,54,28,7,5,25,23,13,104.3,93,11.3,63.6,1.12,27.5,79.7,55.5,21.7,55,57.9,115,56.8,1
38,91,41.8,14,38,36.8,20,28,71.4,15,38,53,28,7,6,17,25,6,107.8,101,6.9,73.7,1.65,36.8,72.7,54.5,16.7,49.5,53.2,102.5,50.6,1
50,114,43.9,17,46,37,6,11,54.5,15,37,52,28,8,4,14,23,-4,108.8,112.4,-3.5,56,2,31.8,75.5,51.3,12.4,51.3,51.8,102.34,44.6,0
52,100,52,14,39,35.9,16,27,59.3,13,31,44,37,13,2,15,18,-5,121.8,125.2,-3.4,71.2,2.47,32.1,69.6,49.5,13.6,59,59.9,110.5,49.2,0
40,95,42.1,7,32,21.9,27,33,81.8,15,37,52,24,7,3,16,11,-8,106.5,115.1,-8.6,60,1.5,37.5,81.3,57.7,15,45.8,52,106.5,49.5,0
48,88,54.5,9,23,39.1,11,15,73.3,12,37,49,36,12,8,17,17,12,116,105.1,10.9,75,2.12,36.6,74.1,57.9,17,59.7,61.3,99.5,61.3,1
39,86,45.3,8,27,29.6,23,30,76.7,6,39,45,31,10,2,20,24,-9,99.1,106.3,-7.2,79.5,1.55,20.4,70.5,48.2,18.2,50,54.9,110.5,47.3,0
46,98,46.9,17,42,40.5,6,13,46.2,14,38,52,34,7,5,13,15,14,115,102,13,73.9,2.62,31,72.7,51.3,13,55.6,55.4,99.5,54.8,1
45,84,53.6,18,34,52.9,20,33,60.6,9,37,46,36,8,3,19,23,13,123.1,111.7,11.4,80,1.89,31.3,68.5,51,18.3,64.3,65,103.5,56.5,1
42,86,48.8,14,35,40,20,27,74.1,8,38,46,31,3,7,17,20,-5,115.7,119.4,-3.7,73.8,1.82,22.9,79.2,51,16.7,57,60.3,102.5,47.3,0
49,92,53.3,14,34,41.2,26,32,81.3,14,36,50,40,7,5,14,20,21,129,109.3,19.6,81.6,2.86,32.6,72.5,53.6,13.1,60.9,65,107,64.1,1
44,95,46.3,15,38,39.5,21,25,84,16,37,53,27,8,2,15,24,7,119.2,111.4,7.8,61.4,1.8,31.5,86.4,56.1,14.4,54.2,58.5,104.5,52,1
49,87,56.3,16,38,42.1,11,19,57.9,9,36,45,38,12,7,21,20,6,117.9,111.2,6.7,77.6,1.81,26.2,71.2,51.1,19.8,65.5,65.5,106.5,56.4,1
38,99,38.4,14,49,28.6,18,24,75,8,41,49,26,10,6,17,17,-12,93.9,105.3,-11.4,68.4,1.53,22.6,76.8,48.3,14.8,45.5,49.3,114.5,42.4,0
42,94,44.7,10,33,30.3,15,20,75,16,47,63,21,6,6,23,16,-8,100.9,109.3,-8.4,50,0.91,37.7,76.9,59.3,21.3,50,53,107.5,49.7,0
51,95,53.7,15,34,44.1,22,26,84.6,16,41,57,30,8,4,19,22,28,129.9,104.7,25.2,58.8,1.58,45.7,77.2,63.1,17.8,61.6,65.3,106.5,64.5,1
47,88,53.4,13,34,38.2,18,24,75,7,34,41,29,9,11,18,16,14,122.5,108.8,13.7,61.7,1.61,28.9,64.9,49,17.6,60.8,63.4,102,57.6,1
44,92,47.8,16,36,44.4,19,29,65.5,18,36,54,31,7,5,20,21,15,116,102.9,13.2,70.5,1.55,39.6,78.4,58.7,18.9,56.5,58.7,105.5,60,1
38,82,46.3,12,27,44.4,18,30,60,12,33,45,24,8,7,17,17,-7,106,114.1,-8.1,63.2,1.41,30.6,50,41.7,17,53.7,55.7,99.5,47.5,0
39,84,46.4,14,36,38.9,25,32,78.1,8,33,41,26,6,3,14,21,-4,113.6,116.3,-2.8,66.7,1.86,19.1,76.6,47.9,13.6,54.8,59.6,103.5,49.3,0
42,88,47.7,21,48,43.8,21,24,87.5,5,38,43,24,7,7,17,18,10,117.8,108.4,9.3,57.1,1.41,20.8,65,45.4,15.9,59.7,63.9,107,54.2,1
46,86,53.5,15,41,36.6,23,36,63.9,12,36,48,32,7,4,21,26,-3,118.2,122,-3.8,69.6,1.52,37,76.5,57.7,19.1,62.2,63.8,109.5,52.3,0
51,93,54.8,11,26,42.3,25,35,71.4,9,36,45,29,8,9,13,27,6,123.2,118.9,4.3,56.9,2.23,23.9,70.7,50,11.6,60.8,63.7,100.98,55.8,1
43,103,41.7,9,26,34.6,22,27,81.5,17,44,61,23,6,5,19,19,7,106.4,98.2,8.1,53.5,1.21,36.5,80,57.7,17.3,46.1,50.9,100.53,50.9,1
40,100,40,14,45,31.1,11,18,61.1,15,28,43,29,4,6,16,19,-35,99.1,130.8,-31.8,72.5,1.81,30.2,67.4,45.9,15.1,47,48.6,106.5,33,0
48,86,55.8,18,38,47.4,9,17,52.9,6,37,43,35,8,6,20,16,12,115,104.7,10.2,72.9,1.75,21.4,68.4,48.5,18.7,66.3,65.8,106.5,55.8,1
41,87,47.1,15,44,34.1,26,32,81.3,12,38,50,31,7,8,15,16,15,120.6,106.9,13.7,75.6,2.07,36.2,74.5,56.9,14.7,55.7,60.8,101.5,60.6,1
45,94,47.9,12,31,38.7,24,30,80,13,35,48,23,4,5,6,20,-2,127.3,130.6,-3.3,51.1,3.83,29.4,78.3,52.6,6.1,54.3,58.8,98.5,51.3,0
38,87,43.7,16,45,35.6,25,33,75.8,9,35,44,28,11,3,15,25,2,109.3,107.5,1.9,73.7,1.87,25,69.2,47.1,14,52.9,57.6,107,53.1,1
48,102,47.1,11,37,29.7,6,7,85.7,9,31,40,24,4,10,12,20,-10,109.7,119.4,-9.7,50,2,29.1,74.5,50,11.7,52.5,53.8,103,42.1,0
50,102,49,18,44,40.9,9,13,69.2,14,32,46,32,9,4,9,17,15,128.3,114.3,14,64,3.56,36.4,79.1,55.1,9.1,57.8,58.9,98.5,54.6,1
43,93,46.2,18,42,42.9,16,20,80,11,38,49,25,9,2,13,18,22,115.4,94.2,21.2,58.1,1.92,25.5,75.5,51,12.5,55.9,58.9,104,60.9,1
41,90,45.6,18,43,41.9,12,12,100,14,38,52,23,9,5,19,14,12,114.3,103.1,11.2,56.1,1.21,36.7,69.6,54.3,19.4,55.6,58.8,97.5,56.7,1
38,93,40.9,15,35,42.9,11,16,68.8,13,42,55,23,6,6,13,19,8,103,93.1,10,60.5,1.77,24.6,78.6,51.3,13.1,48.9,51,100,53.1,1
39,93,41.9,9,34,26.5,15,23,65.2,13,35,48,23,8,5,18,19,-4,98.1,101.9,-3.8,59,1.28,30.4,77.1,51.9,17.3,46.8,49.5,104,45.1,0
38,86,44.2,14,33,42.4,17,21,81,11,44,55,23,6,4,19,19,8,104.9,98,6.9,60.5,1.21,28,74.6,54,18.6,52.3,56.2,101.5,58.7,1
37,107,34.6,11,40,27.5,16,24,66.7,16,42,58,20,3,9,9,19,-7,94.4,100.9,-6.5,54.1,2.22,30.1,76.7,51.1,8.4,39.7,43,96.91,43.3,0
47,88,53.4,19,43,44.2,6,12,50,11,29,40,34,6,7,17,21,-11,121.4,130,-8.6,72.3,2,26.7,71.1,48.9,17.3,64.2,63.8,99,45.7,0
38,88,43.2,9,24,37.5,24,35,68.6,12,33,45,24,5,2,9,29,-7,109,116,-7,63.2,2.67,25.5,70.6,47.2,9,48.3,52.7,100,43.3,0
39,88,44.3,16,45,35.6,18,22,81.8,7,35,42,29,8,5,21,17,-15,104.7,121,-16.3,74.4,1.38,23.5,84.1,51.6,19.6,53.4,57.3,106,42.8,0
40,91,44,8,38,21.1,15,22,68.2,10,35,45,24,6,1,15,22,-2,101,104,-3,60,1.6,31.5,70.6,50.5,14.7,48.4,51.2,101.5,51,0
32,89,36,3,32,9.4,17,21,81,8,26,34,17,4,2,15,23,-46,80.8,127.5,-46.7,53.1,1.13,20,75.6,42.6,14.4,37.6,42.8,103,20.9,0
44,87,50.6,17,41,41.5,27,35,77.1,6,34,40,27,13,9,24,29,-7,112.8,119.8,-7,61.4,1.13,26.1,65.5,48.1,20.5,60.3,64.5,105.51,46.8,0
38,94,40.4,11,41,26.8,10,15,66.7,9,38,47,20,4,4,11,19,-21,96,118,-22,52.6,1.82,23.7,75.5,48.2,10.9,46.3,48.2,100.5,39.3,0
39,87,44.8,17,38,44.7,9,10,90,3,38,41,22,6,7,11,22,-3,107.2,111.5,-4.2,56.4,2,14.3,83,47.9,11.3,54.6,56.9,96.5,47.4,0
39,87,44.8,11,38,28.9,15,21,71.4,7,37,44,19,8,3,14,12,-5,101,104.8,-3.8,48.7,1.36,18.4,85.7,52,13.6,51.1,54,103.5,47.2,0
34,84,40.5,17,40,42.5,25,30,83.3,13,29,42,20,7,4,20,23,-4,106.8,112.9,-6.1,58.8,1,35.3,75,53.7,19.4,50.6,56.6,102,44.2,0
