FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,W/L
43,98,43.9,13,41,31.7,10,18,55.6,12,33,45,26,1,6,9,26,-25,106.9,131.4,-24.5,60.5,2.89,23.7,67.2,45.3,8.8,50.5,51.5,102,38.6,0
42,101,41.6,17,41,41.5,19,20,95,9,29,38,21,7,6,10,24,-8,111.1,120.8,-9.6,50,2.1,23.7,78,46,9.3,50,54.6,107,42.3,0
47,88,53.4,16,35,45.7,14,22,63.6,8,36,44,28,8,6,18,25,3,119.2,117.5,1.8,59.6,1.56,31.8,75,54.3,17.3,62.5,63.5,103.5,50,1
41,93,44.1,13,36,36.1,20,24,83.3,16,37,53,24,10,5,13,15,11,111.7,101,10.7,58.5,1.85,30.2,74.1,52.3,12.6,51.1,55.5,103,59.5,1
37,89,41.6,18,46,39.1,16,20,80,11,37,48,24,3,5,15,21,8,110.2,101,9.2,64.9,1.6,26.4,69.6,48.6,15.3,51.7,55.2,98.5,52.1,1
37,82,45.1,16,35,45.7,4,6,66.7,7,24,31,23,10,2,18,16,-15,98.9,114.7,-15.8,62.2,1.28,21.7,64.9,41,18.9,54.9,55.5,95,37.5,0
47,98,48,18,34,52.9,20,29,69,18,33,51,26,11,5,14,25,5,125.7,119.8,5.9,55.3,1.86,38.2,78.6,55.7,13.3,57.1,59.6,105.5,49.9,1
41,95,43.2,14,45,31.1,20,27,74.1,12,34,46,26,8,3,17,23,-6,106.4,111.9,-5.5,63.4,1.53,28.8,78.3,50.5,15.6,50.5,54.3,109,47.1,0
40,75,53.3,14,33,42.4,21,30,70,9,36,45,25,13,6,26,28,5,106.5,102.8,3.7,62.5,0.96,25,66.7,48.9,24.1,62.7,65.2,107.5,56.9,1
40,99,40.4,10,41,24.4,14,21,66.7,14,39,53,21,7,6,18,23,-18,95.4,113,-17.6,52.5,1.17,27.4,75.9,50,16.5,45.5,48,108.5,39.9,0
48,97,49.5,13,32,40.6,16,21,76.2,10,29,39,18,16,5,21,26,-10,111.6,121.6,-10,37.5,0.86,28.8,65.2,45.9,18.8,56.2,58.8,111.5,42.2,0
40,94,42.6,11,32,34.4,13,22,59.1,17,39,56,25,7,5,16,25,-11,101,111.7,-10.7,62.5,1.56,33.3,78.4,54.6,15.5,48.4,50.2,103,44.4,0
41,77,53.2,15,33,45.5,25,32,78.1,2,35,37,30,7,4,16,21,15,118.4,103.9,14.6,73.2,1.88,17.5,80.9,51.7,15.5,63,67,103,58.5,1
48,103,46.6,15,47,31.9,12,22,54.5,11,30,41,36,13,7,15,20,-11,111.8,121.8,-10,75,2.4,27.4,56.1,41.2,13.6,53.9,54.6,110,45.6,0
46,100,46,18,50,36,13,16,81.3,9,33,42,27,9,2,17,30,-3,110.8,113.5,-2.7,58.7,1.59,26.8,71.2,48.1,15.3,55,57.5,111,46.5,0
45,98,45.9,15,41,36.6,11,15,73.3,12,36,48,30,6,3,14,22,-7,111.5,118.3,-6.7,66.7,2.14,29.1,73.6,50.9,13.5,53.6,55.4,104,47,0
43,102,42.2,19,45,42.2,17,20,85,16,37,53,30,4,9,19,34,-8,108.9,113,-4.1,69.8,1.58,27.1,60,44.4,17,51.5,55.1,102.79,46.9,0
50,94,53.2,11,28,39.3,25,34,73.5,6,41,47,32,14,9,12,23,5,116.2,114.9,1.3,64,2.67,16.7,69.4,46.4,10.3,59,62.4,104.6,57.6,1
42,81,51.9,8,21,38.1,23,31,74.2,8,28,36,30,10,3,19,29,-7,110.6,118.4,-7.9,71.4,1.58,27.9,70.7,48.8,18.3,56.8,60.8,103.5,49,0
36,82,43.9,6,19,31.6,18,25,72,13,38,51,15,10,5,12,16,12,104.3,93.3,11,41.7,1.25,35.4,76.5,56.6,13,47.6,51.6,91,60.6,1
41,91,45.1,4,24,16.7,17,22,77.3,13,35,48,19,4,8,12,20,-23,105.1,128.6,-23.5,46.3,1.58,30.8,70.6,50.5,12.2,47.3,51.2,98,41.3,0
41,85,48.2,7,20,35,15,18,83.3,11,31,42,23,3,1,13,18,-8,109.5,116.7,-7.2,56.1,1.77,23.9,73.8,47.7,13.7,52.4,56,95.5,47,0
47,97,48.5,12,30,40,19,30,63.3,20,45,65,26,6,7,19,19,2,116.8,115,1.9,55.3,1.37,44.6,80.7,62.8,17.8,54.6,56.7,107,53.2,1
47,85,55.3,8,20,40,23,33,69.7,17,33,50,29,6,4,17,19,10,133,119.8,13.2,61.7,1.71,51.2,70.6,61.7,18.1,60,62.8,95,55.5,1
42,83,50.6,8,23,34.8,14,24,58.3,9,30,39,28,2,3,8,11,-9,116.5,123.7,-7.2,66.7,3.5,23.9,69.6,46.7,8.8,55.4,56.6,92,45.5,0
43,85,50.6,4,15,26.7,11,17,64.7,13,29,42,22,5,6,15,24,-6,106.3,113.8,-7.5,51.2,1.47,36.4,68.1,52.7,15.8,52.9,54.6,94.5,46.9,0
40,91,44,11,29,37.9,21,30,70,16,38,54,20,12,8,17,21,-11,105.7,117.1,-11.5,50,1.18,33.9,83,56.3,16,50,53.7,105.5,47.8,0
35,81,43.2,11,25,44,17,25,68,5,35,40,21,7,7,15,26,-8,98,106,-8,60,1.4,19.6,70.9,46.2,15,50,53.3,100,45.1,0
36,88,40.9,3,23,13,21,29,72.4,14,38,52,19,10,3,22,27,-18,89.7,106.5,-16.8,52.8,0.86,32.1,85.1,56.3,20.6,42.6,47.6,107,37.4,0
52,110,47.3,13,34,38.2,18,25,72,15,41,56,30,12,6,18,29,-5,110.7,115.7,-5,57.7,1.67,34.4,72.1,53.3,14.8,53.2,55.8,100.55,48.1,0
38,85,44.7,8,22,36.4,11,17,64.7,16,31,47,24,5,6,15,21,3,106.7,103.4,3.4,63.2,1.6,41.7,86.8,61.6,16.9,49.4,51.4,89,51.3,1
43,92,46.7,6,20,30,13,19,68.4,10,29,39,27,12,5,14,23,2,106.1,103,3.1,62.8,1.93,32,70.5,50,14.1,50,52.3,99.5,50.4,1
57,102,55.9,10,26,38.5,15,21,71.4,12,34,46,33,11,1,12,18,5,127.5,122.9,4.6,57.9,2.75,34.7,81,56,11,60.8,62.5,98.72,52.7,1
34,82,41.5,7,26,26.9,17,23,73.9,14,43,57,19,5,1,13,20,7,98.9,93.4,5.5,55.9,1.46,32,89.8,60.6,14,45.7,49.9,92,57.2,1
39,91,42.9,9,28,32.1,19,29,65.5,11,35,46,26,9,6,18,22,-21,101.9,121,-19,66.7,1.44,28.8,82.2,51.9,17.3,47.8,51.1,104.5,40.9,0
38,86,44.2,9,32,28.1,7,11,63.6,8,34,42,17,5,7,14,26,-5,96.8,102.1,-5.3,44.7,1.21,22,63.8,44.4,14.7,49.4,50.6,95,43.9,0
49,92,53.3,6,19,31.6,6,13,46.2,14,34,48,19,7,8,15,23,13,113.4,100,13.4,38.8,1.27,36.2,74.5,56.1,15.5,56.5,56.3,97,56.2,1
42,85,49.4,13,36,36.1,15,21,71.4,14,32,46,26,5,4,16,21,-6,120.4,126.9,-6.5,61.9,1.63,40,81,59.8,17.2,57.1,59.4,93,46.3,0
36,88,40.9,11,34,32.4,9,13,69.2,13,34,47,24,4,4,17,23,-8,102.2,109.9,-7.7,66.7,1.41,38.2,68.6,52.8,18.9,47.2,49.1,90.5,41.6,0
41,85,48.2,9,23,39.1,15,17,88.2,7,42,49,17,6,9,10,17,20,110.4,89.6,20.8,41.5,1.7,17.4,71.2,49.1,10.4,53.5,57.3,96,63.5,1
35,88,39.8,6,25,24,11,18,61.1,12,36,48,20,4,5,14,18,-3,92.6,96.8,-4.2,57.1,1.43,33.9,84.8,56.9,14.9,43.2,45.4,93.5,43.8,0
37,90,41.1,8,26,30.8,16,24,66.7,10,30,40,21,12,3,18,21,-23,93.3,115.2,-21.9,56.8,1.17,24.6,66,43.3,17.1,45.6,48.7,105,35.6,0
36,102,35.3,11,37,29.7,19,26,73.1,12,37,49,26,7,3,11,21,-26,91.9,116.4,-24.5,72.2,2.36,24.6,81.6,48.3,9.9,40.7,45,110.5,36.4,0
46,90,51.1,9,31,29,23,28,82.1,10,29,39,24,11,3,6,23,3,129.2,127.4,1.8,52.2,4,27.7,75,49.4,6.3,56.1,60.6,95.5,53,1
46,100,46,5,27,18.5,14,20,70,14,32,46,26,13,1,13,16,-12,104.7,115,-10.2,56.5,2,31.6,78.6,51.5,12.3,48.5,51,106.5,44.2,0
42,97,43.3,9,25,36,11,11,100,14,27,41,18,3,1,9,17,-24,108.3,133.3,-25,42.9,2,30.9,69.8,48,9.4,47.9,51.1,96,36.3,0
37,95,38.9,4,20,20,9,16,56.3,15,32,47,15,10,3,16,20,-30,84.5,112.5,-28,40.5,0.94,29.5,81,50.5,15.5,41.1,42.6,103.5,29.6,0
48,84,57.1,12,23,52.2,24,37,64.9,8,29,37,22,11,4,16,26,-3,124.5,127.4,-2.8,45.8,1.38,23.8,72.5,47.6,15.1,64.3,65.8,106,49.2,0
41,92,44.6,10,37,27,20,30,66.7,13,39,52,19,7,7,15,26,-8,107.7,115.4,-7.7,46.3,1.27,28.6,75.5,51.4,14.4,50,53.2,104,43.6,0
47,98,48,14,36,38.9,9,14,64.3,9,46,55,29,3,6,7,14,24,117,93.9,23.1,61.7,4.14,26.4,80.3,55.3,7,55.1,56.2,99.5,62.4,1
38,85,44.7,11,31,35.5,20,26,76.9,11,45,56,25,5,5,22,25,7,100.9,95.2,5.7,65.8,1.14,29.4,72.3,53.4,20.8,51.2,55.5,105.5,56.1,1
37,92,40.2,9,29,31,11,15,73.3,13,47,60,16,6,2,14,27,12,94,82,12,43.2,1.14,24.6,83.3,54.7,14,45.1,47.7,100,58,1
44,93,47.3,15,36,41.7,12,15,80,11,33,44,29,4,10,14,25,-6,115,121,-6,65.9,2.07,28,57.9,43.9,14,55.4,57.7,100,46.3,0
39,97,40.2,9,30,30,15,21,71.4,9,38,47,23,10,6,15,27,-21,94.4,115,-20.5,59,1.53,25.8,74.5,47.8,13.9,44.8,48,107.5,37.9,0
41,94,43.6,10,34,29.4,22,33,66.7,13,28,41,23,11,2,8,25,-15,114,127.7,-13.7,56.1,2.88,29.5,72.5,46.5,8,48.9,52.5,100.5,39.2,0
53,95,55.8,13,28,46.4,24,31,77.4,13,42,55,30,7,6,12,21,23,134.9,112.1,22.8,56.6,2.5,34.8,75,56.9,11.3,62.6,65.8,106.5,62.7,1
44,94,46.8,8,32,25,9,10,90,14,33,47,20,9,2,11,19,-6,114.1,119.4,-5.2,45.5,1.82,34,64.8,50,12,51.1,53.4,92.5,45.7,0
44,95,46.3,9,30,30,6,10,60,14,34,48,24,7,3,9,18,2,113.2,109.8,3.4,54.5,2.67,33.3,78.3,54,9.9,51.1,51.8,91.5,54,1
43,90,47.8,12,29,41.4,26,34,76.5,12,46,58,25,5,7,19,24,2,112.7,110.9,1.8,58.1,1.32,35.3,74.6,57,17.3,54.4,59.1,99.62,52.5,1
32,91,35.2,7,38,18.4,16,26,61.5,11,36,47,16,5,3,11,18,-28,86.1,112.7,-26.6,50,1.45,21,75,45.6,10.9,39,42.5,101.5,32.7,0
39,96,40.6,10,31,32.3,15,21,71.4,15,37,52,24,11,6,11,14,-1,104,105.1,-1,61.5,2.18,33.3,80.9,54.2,11.1,45.8,48.9,99,49.4,0
34,83,41,9,34,26.5,15,23,65.2,5,28,33,23,9,7,14,16,-37,92,130.3,-38.3,67.6,1.64,19.2,73.2,43,14,46.4,49.4,99.5,33.3,0
28,91,30.8,10,39,25.6,22,33,66.7,14,28,42,13,4,7,10,21,-44,86.3,130.7,-44.4,46.4,1.3,23.9,68.2,41.4,9.8,36.3,41.7,101.5,22.1,0
35,76,46.1,8,26,30.8,26,37,70.3,8,31,39,15,7,6,16,25,-9,106.1,114.1,-8,42.9,0.94,27.3,62.5,47,16.3,51.3,56.4,98.5,46.3,0
34,78,43.6,8,20,40,19,33,57.6,9,28,37,14,5,4,14,33,-6,100,105.2,-5.2,41.2,1,23.5,69.8,44.7,14.7,48.7,51.3,95.5,33.3,0
33,88,37.5,12,41,29.3,20,24,83.3,15,30,45,19,6,4,18,17,-28,102.1,131.3,-29.2,57.6,1.06,36.8,61.2,48.1,18.8,44.3,49.7,96,36.1,0
37,80,46.3,18,35,51.4,9,16,56.3,9,34,43,22,6,4,19,29,-2,106.3,108.4,-2.1,59.5,1.16,27.7,76,52.6,20,57.5,58,95,47.8,0
40,93,43,15,40,37.5,9,15,60,10,27,37,30,12,3,11,22,-7,103,109.9,-6.9,75,2.73,20,75.6,43.8,10.9,51.1,52.2,101,45.5,0
40,84,47.6,13,25,52,11,15,73.3,7,35,42,17,8,6,14,25,-5,107.2,112.4,-5.2,42.5,1.21,23.9,73.6,50.5,14.4,55.4,57.4,97,44.7,0
44,98,44.9,8,23,34.8,27,35,77.1,19,28,47,17,8,10,7,24,18,128.1,109.4,18.8,38.6,2.43,44.1,67.4,54.3,7.3,49,54.2,96,61.3,1
39,86,45.3,6,20,30,18,23,78.3,13,35,48,22,5,1,11,21,-1,113.3,113.2,0.1,56.4,2,35.3,68.5,52.4,12.2,48.8,53.1,90.5,51,0
42,94,44.7,13,30,43.3,9,11,81.8,15,38,53,20,6,2,15,27,3,110.4,107.3,3.1,47.6,1.33,37.7,75.9,57,15.6,51.6,53.6,96,48,1
36,88,40.9,10,32,31.3,20,31,64.5,13,25,38,27,12,1,18,28,-18,99,116.5,-17.5,75,1.5,29.3,69.8,46.5,17.5,46.6,50.2,103,38.7,0
31,86,36,9,31,29,16,25,64,17,35,52,19,11,8,21,26,-21,87.9,110.2,-22.3,61.3,0.9,38.3,77.1,55.6,21.2,41.3,44.8,98.5,35.2,0
37,89,41.6,14,28,50,18,31,58.1,14,42,56,19,9,3,12,20,4,103.9,100,3.9,51.4,1.58,25.9,83.3,53.6,11.8,49.4,51.6,102,52.1,1
39,80,48.8,11,25,44,13,21,61.9,5,25,30,24,9,4,14,20,-20,104.1,123.2,-19.2,61.5,1.71,15.9,75.7,43.2,14.3,55.6,57.1,98.5,38.3,0
32,80,40,8,31,25.8,20,31,64.5,9,29,38,18,6,5,13,23,-21,94.8,116.5,-21.6,56.3,1.38,22.6,68.8,44.6,13.4,45,49.1,97,37.1,0
37,93,39.8,14,38,36.8,14,21,66.7,16,35,51,22,9,4,13,23,-2,104.1,107.2,-3.1,59.5,1.69,30,90.2,54.5,13.3,47.3,49.9,97.5,43.3,0
31,82,37.8,7,31,22.6,14,20,70,10,34,44,19,1,10,11,15,-12,93.3,106.7,-13.5,61.3,1.73,25,69.8,47.6,12.4,42.1,45.7,89,41,0
38,91,41.8,9,29,31,20,32,62.5,25,38,63,19,3,6,17,19,7,110.5,103.2,7.4,50,1.12,47.5,78.8,61.9,17.9,46.7,50,95,51.6,1
31,82,37.8,7,27,25.9,26,34,76.5,16,39,55,15,7,4,24,26,-23,94.1,115.7,-21.6,48.4,0.63,39.3,70.7,55.3,23.8,42.1,49,101.5,36.3,0
38,81,46.9,17,25,68,16,28,57.1,9,30,39,17,14,4,26,31,-4,100,103.7,-3.7,44.7,0.65,24,72.3,47.4,23.9,57.4,58.4,109,43.9,0
44,94,46.8,10,30,33.3,13,18,72.2,5,34,39,24,16,1,14,32,-9,100.9,110.1,-9.2,54.5,1.71,13.7,77.8,43.8,12.7,52.1,54.5,109.5,44.3,0
38,106,35.8,14,44,31.8,13,22,59.1,11,37,48,18,5,6,16,29,-4,89.6,94.7,-5.1,47.4,1.13,28.2,74.1,48.8,13.9,42.5,44.5,103.25,36,0
39,89,43.8,16,42,38.1,22,27,81.5,14,36,50,20,7,4,16,19,1,116,113.9,2.1,51.3,1.25,34,82.6,56.6,16,52.8,57.5,100.5,47.3,1
35,90,38.9,13,39,33.3,18,21,85.7,8,32,40,24,10,2,19,23,-27,92.7,118.5,-25.9,68.6,1.26,20.7,70.8,43.4,17.4,46.1,50.9,108.5,36.3,0
43,84,51.2,18,39,46.2,17,22,77.3,8,35,43,25,7,3,12,18,18,122.2,104,18.2,58.1,2.08,21.4,64.9,46.5,12.1,61.9,64.6,99,59.8,1
34,97,35.1,13,43,30.2,11,15,73.3,12,24,36,19,12,2,10,20,-29,92,121,-29,55.9,1.9,25,65.8,40.2,10,41.8,44.4,100,31,0
34,79,43,5,24,20.8,32,36,88.9,4,48,52,17,9,2,14,23,19,102.9,84.3,18.6,50,1.21,16.7,81,53.2,13.7,46.2,55.4,102,65.5,1
37,87,42.5,15,36,41.7,24,31,77.4,8,34,42,20,4,5,16,32,-8,105.6,112,-6.4,54.1,1.25,25,74,49,15,51.1,56.1,97.36,41.8,0
41,77,53.2,10,26,38.5,18,24,75,11,36,47,19,9,8,22,21,16,113.4,94.9,18.5,46.3,0.86,35.1,70.4,56,22.7,59.7,62.8,98,62.5,1
35,79,44.3,10,25,40,25,34,73.5,4,35,39,16,9,7,18,22,1,105,102,3,45.7,0.89,22.4,73.2,49.5,18,50.6,55.9,101,48.6,1
47,96,49,12,31,38.7,20,25,80,10,28,38,26,8,6,4,18,23,128.6,105.1,23.5,55.3,6.5,29.4,69.2,49.5,4.1,55.2,58.9,98,58.7,1
46,75,61.3,10,24,41.7,12,17,70.6,2,31,33,25,13,8,16,18,7,118.8,110.3,8.4,54.3,1.56,6.5,68,44.4,16.7,68,69.1,96.5,58.3,1
34,81,42,9,28,32.1,17,26,65.4,8,35,43,16,7,7,15,22,-15,97.9,110.1,-12.2,47.1,1.07,20.4,78.7,49,15.6,47.5,50.8,97.5,42.1,0
33,91,36.3,6,35,17.1,14,20,70,5,31,36,14,8,3,14,15,-47,80.4,123.1,-42.8,42.4,1,11.3,66.7,36.3,13.1,39.6,43.1,107.5,25.9,0
41,84,48.8,9,26,34.6,21,29,72.4,10,27,37,20,6,4,11,20,4,115.5,112.5,3,48.8,1.82,24,68,46,11.3,54.2,57.9,96.5,51.1,1
42,76,55.3,14,30,46.7,26,35,74.3,7,30,37,25,8,7,12,17,2,130.5,127.1,3.4,59.5,2.08,29.7,64.6,49.4,12.6,64.5,67.8,95.5,54.8,1
50,87,57.5,10,22,45.5,21,24,87.5,6,48,54,28,7,7,13,17,28,122.4,97.2,25.3,56,2.15,18.4,77.3,55.8,12.1,63.2,67.1,106.5,67.8,1
40,87,46,9,26,34.6,24,27,88.9,14,30,44,19,12,3,12,19,12,115.3,103.1,12.2,47.5,1.58,30.6,75.6,51.1,12.2,51.1,57.1,98,55.2,1
46,92,50,13,27,48.1,18,22,81.8,5,35,40,28,11,5,9,21,5,119.4,115.7,3.7,60.9,3.11,20.8,77.1,49,8.7,57.1,60.5,102.5,52.7,1
39,85,45.9,11,31,35.5,17,21,81,6,29,35,19,8,2,14,24,-8,107.1,112.9,-5.8,48.7,1.36,18.4,72.1,43.5,14.1,52.4,56.2,100,40.8,0
39,86,45.3,11,27,40.7,22,29,75.9,12,32,44,14,3,3,10,21,-1,118.1,119.1,-1.1,35.9,1.4,27.8,70.8,48,10.6,51.7,56.2,94,45.7,0
39,76,51.3,5,23,21.7,25,30,83.3,9,33,42,21,4,6,12,23,7,121.3,112.2,9.1,53.8,1.75,33.3,62.3,50,13.5,54.6,60.5,89.5,58.8,1
38,81,46.9,9,26,34.6,24,30,80,5,35,40,21,9,6,12,15,6,109,103,6,55.3,1.75,17.4,73.1,46.9,12,52.5,57.9,100,55.6,1
42,97,43.3,7,31,22.6,20,22,90.9,15,26,41,26,13,4,14,24,4,112.1,109.2,2.9,61.9,1.86,43.6,68.3,54.2,14.1,46.9,52,98.5,52.3,1
44,88,50,15,34,44.1,17,20,85,10,35,45,32,9,5,13,17,20,125,105.3,19.7,72.7,2.46,35.6,71.2,54.6,13.5,58.5,62,95.5,63.3,1
34,86,39.5,12,30,40,17,19,89.5,6,42,48,23,2,4,10,11,-10,98,108.1,-10.1,67.6,2.3,15.1,74.6,46.4,10.1,46.5,51.4,99,49.3,0
39,80,48.8,11,24,45.8,24,25,96,3,40,43,20,8,9,14,14,9,111.9,103,8.9,51.3,1.43,14.3,79.2,50.5,13.9,55.6,62.1,101,55.1,1
50,86,58.1,14,25,56,26,34,76.5,6,39,45,28,6,5,14,20,29,137.3,109.9,27.4,56,2,32.5,76.9,57.6,13.7,66.3,69.3,101.5,62.4,1
46,76,60.5,9,19,47.4,19,23,82.6,0,36,36,22,10,7,15,17,6,120,112.9,7.1,47.8,1.47,6.3,70.6,45.8,15,66.4,69.7,100.5,57.7,1
40,92,43.5,12,32,37.5,20,26,76.9,7,40,47,14,8,6,13,18,5,108.7,103.9,4.9,35,1.08,27.3,78.9,53.6,12.6,50,54.1,103,52.4,1
43,83,51.8,7,22,31.8,26,36,72.2,12,36,48,25,5,4,13,20,13,119,107.1,11.9,58.1,1.92,33.3,75.9,55.9,13,56,60.2,99.5,63,1
37,84,44,18,46,39.1,16,18,88.9,6,29,35,29,4,5,10,20,-7,114.9,119.8,-4.9,78.4,2.9,12.5,70.5,40.2,10.6,54.8,58.7,95,47.5,0
43,85,50.6,16,42,38.1,19,20,95,4,27,31,32,14,3,20,17,-9,116.3,126.2,-9.9,74.4,1.6,23.8,80,49.4,19.2,60,64.5,103.5,47.3,0
41,82,50,12,30,40,23,26,88.5,7,44,51,25,4,6,15,16,13,115.8,104,11.8,61,1.67,28.6,80,57.7,14.9,57.3,62.6,100.5,59.3,1
43,92,46.7,9,31,29,15,17,88.2,5,32,37,23,6,6,7,13,-15,108.9,123.8,-14.9,53.5,3.29,13.7,70,41.6,6.9,51.6,55.3,101,46.8,0
43,87,49.4,11,32,34.4,16,20,80,9,43,52,22,8,2,13,13,21,111.9,92,19.9,51.2,1.69,23.9,81.8,55.4,12.9,55.7,59,100.5,67.1,1
38,92,41.3,11,37,29.7,24,29,82.8,8,43,51,19,11,3,17,15,8,99.1,92,7.1,50,1.12,21.4,77,50.4,15.2,47.3,53,101.43,57.8,1
40,89,44.9,12,29,41.4,21,31,67.7,14,33,47,17,3,3,13,22,-7,114.1,122.4,-8.3,42.5,1.31,37,74.5,54.5,13.1,51.7,55,98.5,42.8,0
43,96,44.8,14,37,37.8,21,26,80.8,18,34,52,24,6,4,12,16,15,122.2,108.2,14.1,55.8,2,39.3,78.3,56.9,12.1,52.1,56.3,98.5,59,1
43,89,48.3,9,25,36,14,20,70,8,35,43,19,7,6,4,14,6,117.2,113.2,4,44.2,4.75,28.6,69.8,50,4.3,53.4,55.7,92,56.3,1
39,91,42.9,6,27,22.2,22,28,78.6,18,38,56,18,7,5,12,21,5,110.4,103.1,7.4,46.2,1.5,37,66.7,53,12.5,46.2,51.3,97,57.7,1
34,78,43.6,10,33,30.3,20,23,87,8,35,43,15,8,6,17,14,1,103.2,102.1,1.1,44.1,0.88,23.9,75,50,17.9,50,55.6,95,51.8,1
40,89,44.9,5,31,16.1,19,31,61.3,10,39,49,19,8,4,14,23,2,99,97.1,1.9,47.5,1.36,26.4,66.7,48.3,13.3,47.8,50.7,95.09,51.1,1
38,92,41.3,10,35,28.6,11,13,84.6,7,27,34,23,11,4,9,14,-13,100,112.2,-12.2,60.5,2.56,20.4,76.3,43.5,9.3,46.7,49.6,97.5,41.1,0
46,97,47.4,9,27,33.3,17,20,85,16,33,49,24,10,4,12,20,6,115.7,110.9,4.8,52.2,2,32.7,72.3,51.5,11.8,52.1,55.8,101.5,54.8,1
49,87,56.3,10,24,41.7,18,21,85.7,8,33,41,23,7,7,15,23,18,128.6,110.2,18.4,46.9,1.53,34.1,66,51.6,15.3,62.1,65.5,98,59.5,1
46,84,54.8,7,24,29.2,27,34,79.4,6,29,35,25,6,6,12,16,4,122.3,117.3,5,54.3,2.08,22,62,44,11.7,58.9,63.7,103.5,53.7,1
35,69,50.7,16,34,47.1,23,28,82.1,9,33,42,21,8,6,26,15,3,109,106,3,60,0.81,27,80,56.1,26,62.3,67,100,49.5,1
38,81,46.9,6,23,26.1,20,23,87,7,30,37,22,7,3,15,23,-8,104.1,111.1,-7,57.9,1.47,20.5,67.4,44.4,15.3,50.6,56,98.5,45.2,0
34,79,43,13,33,39.4,12,18,66.7,7,36,43,24,8,8,18,16,-1,95.9,96.9,-1,70.6,1.33,20.8,74,48,18.6,51.3,53.5,97,56.8,0
40,85,47.1,8,28,28.6,16,19,84.2,2,44,46,21,9,7,11,20,14,102,89.1,12.9,52.5,1.91,10.9,83.3,50,10.8,51.8,55.7,101.5,58.1,1
35,85,41.2,11,32,34.4,27,34,79.4,13,41,54,12,7,2,10,22,12,113.7,101.1,12.6,34.3,1.2,30.2,66.7,50.4,10.5,47.6,54,95,57.5,1
49,88,55.7,5,18,27.8,36,40,90,9,30,39,19,8,9,10,20,12,128.7,121,7.8,38.8,1.9,31.7,72.9,53.9,9.3,58.5,65.8,96.45,57.4,1
41,84,48.8,9,26,34.6,9,10,90,8,29,37,25,3,5,13,19,-7,111.1,118.9,-7.8,61,1.92,29.5,65.2,47.8,14.4,54.2,56.6,90,50.1,0
38,81,46.9,11,33,33.3,20,26,76.9,5,42,47,19,5,3,11,14,3,111.5,107.2,4.2,50,1.73,17,85.7,52.1,11.5,53.7,57.9,96.5,52.6,1
43,90,47.8,13,34,38.2,10,16,62.5,6,36,42,27,6,8,11,17,5,104.8,101,3.8,62.8,2.45,14.3,81.6,48,10.6,55,56.2,103.5,52.8,1
39,88,44.3,11,35,31.4,30,38,78.9,8,30,38,19,4,2,6,21,-17,115.5,133.3,-17.8,48.7,3.17,16.4,75.6,43,5.8,50.6,56.8,102.5,42.6,0
40,85,47.1,11,32,34.4,9,11,81.8,9,34,43,26,5,13,16,16,3,104.2,99,5.2,65,1.63,22.2,72.2,49.5,16.7,53.5,55.7,97,51.9,1
49,93,52.7,11,31,35.5,18,20,90,6,31,37,28,8,3,12,23,-3,123.3,123.8,-0.5,57.1,2.33,22.2,70.2,46.7,11.7,58.6,62.4,104,48.2,0
38,80,47.5,9,28,32.1,22,25,88,8,31,39,22,10,2,16,22,-5,109.2,115.5,-6.3,57.9,1.38,27.3,68,48.9,16.3,53.1,58.8,97.5,46.9,0
28,75,37.3,7,27,25.9,25,28,89.3,9,36,45,17,12,4,17,19,-2,92.6,93.8,-1.1,60.7,1,22.9,69.6,48.1,17.9,42,50.4,95.5,52.3,0
41,76,53.9,10,24,41.7,35,41,85.4,6,30,36,22,7,3,13,23,8,123.3,115.5,7.8,53.7,1.69,17.9,65.3,44.3,12.6,60.5,67.5,93.28,57,1
29,82,35.4,6,25,24,21,24,87.5,9,31,40,19,9,4,15,16,-26,85,111,-26,65.5,1.27,20.4,67.3,42.7,15,39,45.9,100,38.7,0
45,91,49.5,17,42,40.5,12,17,70.6,5,30,35,31,11,4,15,20,-2,109.2,112,-2.9,68.9,2.07,12.2,83.8,43,13.8,58.8,60.4,108.5,47,0
43,79,54.4,14,30,46.7,14,17,82.4,7,35,42,30,7,5,19,17,6,112.9,106.9,5.9,69.8,1.58,18.4,81.4,51.9,18.8,63.3,65.9,101,54.7,1
42,80,52.5,10,21,47.6,18,24,75,4,27,31,26,7,2,13,14,-9,114.3,123.5,-9.2,61.9,2,14.3,65.1,40,13.3,58.8,61.8,98,45.9,0
37,86,43,12,33,36.4,16,20,80,7,31,38,21,9,5,9,23,8,107.4,100,7.4,56.8,2.33,23.5,65.4,44.7,9.5,50,53.8,94.5,54.2,1
41,90,45.6,15,37,40.5,18,23,78.3,8,36,44,20,8,11,12,20,11,111.7,101,10.7,48.8,1.67,21.6,66.7,45.4,11.7,53.9,57.4,103,55.6,1
33,84,39.3,4,27,14.8,29,37,78.4,13,42,55,15,8,2,19,21,-3,93.4,95.3,-1.9,45.5,0.79,28.6,78.6,53.6,17.9,41.7,49.4,106.5,50.7,0
